summary,A1_fluency_score,A2_fluency_score
greece condemns israel 's assassination of rantisi,-0.9736013424834495,709.9450019656583
israel 's homelands minister says palestinian authority is part of,-0.7793749716407682,960.6335453817892
pakistan troops continue firing in kargil,-0.9087732343703251,179.60218707699048
six israelis killed in hezbollah rocket fire,-1.1127834209301197,2484.4987577316306
nato military delegation arrives in georgia,-1.044857351280334,533.477699003637
barak clinton meeting after delay,-1.0381330859579816,204.59275711082134
raul joins schalke ## on two-year deal,-0.8121075560823102,165.95944103768798
a search for answers in ## us reservation murder,-0.8796529119245876,1448.5042602804212
heat ## nuggets ##,-1.1945461668437212,216.05165699239407
surging waters kill six damage thousands of homes in romania,-0.696150583502078,353.85964527395635
filippini beats stoltenberg for title,-1.0196345837516634,179.7436981842496
us concerned over ethiopian convictions,-1.0211365939823842,181.64350615658176
us forces pound iraqi rebel town of fallujah,-0.7480038163230444,177.2308411655902
fire threatens california town ; teen arrested in earlier san diego blaze,-0.5484553311109102,154.36459525261728
u.s. commander says we will prevail in kunduz ; surrender talks,-0.5858157636523771,156.1247816708349
first chinese-american governor will visit taiwan,-0.9194547585242707,195.62440632204635
farm summit ends in row over u.s.-backed free-trade plan,-0.6821721635723259,165.00875391065156
u.s. official says time for north korea to act on disarmament promises,-0.7249261056818499,1826.0458126791668
canadian rocker to sing for peace at west bank and israel concerts,-0.680002530518861,973.5781487429414
rescue operation halted ## still missing in central china coal mine flooding,-0.6678688042497839,821.4786350380357
thousands flee fresh violence in eastern dr congo,-0.8018521676136727,303.6684809440225
road accident in southern china kills ## injures #,-0.9716834221617101,3986.3143890456995
salt lake rallies to draw colorado,-1.056968114873769,587.7509932337674
russian shuttle traders account for nearly a quarter of imports,-0.6288494385249687,157.79340474478465
leeson can tell his story to the press court rules,-0.8047100112429199,1301.9435756134553
united loan fred to australian club,-0.9051780506806075,174.5101426051357
lowe finalizes $ ## million #-yr deal with braves,-0.9134210307734123,2100.0912301766557
chinese fixed assets investment down in first quarter,-0.9621023356829245,1507.8472703578025
"over #,### un peace-keepers deployed on ethio-eritrean border",-0.7389365763878647,161.8679162509845
crunch fallujah talks underway between iraq delegation local leaders,-0.6769943332923273,155.87312786162204
bush demands justice for bhutto murderers as assassination complicates us policy,-0.5730476213381052,132.2467796453037
entrepreneur victor kiam dies at ##,-0.9371744734152057,225.4175016451846
schroeder to hand over leadership of germany 's struggling social democrats,-0.639623042456875,314.2378535318495
broadcasting giant turner international battles piracy in asia,-0.7246356129964248,140.2983234056264
annual snake roundup brings throngs to small west texas town,-0.6275090456138626,155.27564581071718
woman dies in orlando rays minor-league promotion,-0.9607941270681758,632.6533022151849
clash reported between israeli soldiers and palestinians,-0.8354403640492417,204.73955317905066
british defense minister says troops more important than his career,-0.8094911560497038,1378.8253538360188
rights group calls on nigeria to prosecute those behind christian muslim violence,-0.5974271168016049,306.4094580217468
kournikova pull outs in tears after practice session,-0.7272003547017422,143.94315346396147
china urges south africa to protect chinese citizen 's safety after journalists robbed,-0.6399338822064917,983.3430401884959
riggs wins auto club ###,-1.0406119282724322,208.17380856164166
new pakistani prime minister will swear in on tuesday,-0.826327282609996,805.6946591358824
kenyan guerrilla leader leaves uganda for third country,-0.8079218107111806,322.6709308991754
ahold pays ### million euros for UNK 's stake in ica in scandinavia,-0.7071532635018126,2695.25675971098
deputy minister quits third national party member to go,-0.806930891196814,650.8925210641344
quebec mulls mandatory helmet law,-1.0078345976962848,165.49351914715461
spanish parliament backs crucial labor reforms,-0.9037125623960872,172.47614852462667
disease incidence rises at mozambican flood camps,-0.8115629499303281,165.14798851826907
fund to upgrade fire safety gear in hk old buildings,-0.7747893440765764,909.2003519991475
italian pm ready to face early elections after internal rift,-0.7729514809866006,889.3680212859356
bergkamp joins chorus for winter break call,-0.7999862225216964,148.80718765404734
delay quietly steps out of the schiavo spotlight,-0.9179010076150309,969.1554122177599
kenya djibouti agree on joint strategy to combat terrorism,-0.7370790240434677,301.8632172254768
with his small steps kennedy keeps in stride as a player,-0.5954084740556385,176.86041493423977
drug firms investment banks considering new fund to combat sars,-0.7439131740853303,627.6931542861926
protestors parade coffin outside norway 's embassy to protest tamil tiger killings,-0.5942846047979325,293.22116028722905
money talks but when corzine speaks few are there to listen,-0.6336680241184668,290.8288518210712
sudanese government voices commitment to peace calls for ceasefire,-0.9044406921411952,1902.5537483227386
sonia gandhi steps away from post as india 's prime minister,-0.7626178266432808,1554.7691995974315
corporate failures in germany still close to record highs in ####,-0.7258178132862562,963.60572815561
economists downplay bush 's good news,-1.048375839126721,548.7073127212296
ice and snow wallop the midwest and the plains,-0.6744376878128171,151.5505591657925
uefa suspends hajduk split 's stimac for six matches over mallorca,-0.6249611961135577,259.7049533951975
earthquake hits UNK county of tibet,-0.9168600652903656,191.60557853558194
rok president expects meeting with hu during g## pittsburgh summit,-0.6784430281883109,286.11953798282315
un experts inspect controversial iran atomic plant,-0.8092027396299375,161.67692911770013
crimean tatar language to shift from cyrillic to latin alphabet,-0.6120000347578476,128.9073291221919
pakistani spy agency denies it unmasked cia chief,-0.7423859291209675,167.54872394947262
england set sri lanka ### to win one-dayer,-0.949202628992668,1325.3623820747882
u.s. marine helicopter crashes off california coast,-0.8218454402606096,181.1606823080432
more money wired back from overseas accounts of ex-president 's family,-0.5820219945473672,148.61165654762831
report says world bank plan will send chinese into tibetan lands,-0.654997713797669,383.7613679972175
indian troops kill nine militants in kashmir,-0.9771891968290591,733.2437573324037
emerging nations call for g# help on climate change,-0.8742563304442573,1365.0200034973027
colts at patriots for #### nfl opener,-0.8118563773087671,165.58469537426106
## countries to attend oic informal meeting in kuala lumpur,-0.6134006558724024,131.0922430308474
chinese scholars warn against taiwan independence bid during #### olympics,-0.6275124807317126,155.28204662435246
fuel costs hit airlines earnings,-1.0204411524656816,180.76139794203647
####-year-old aristocrat 's tomb unearthed in northwest china,-0.7264654959103413,142.88925163394458
duke players accuser leaves home to avoid news media,-0.7422013752191432,319.3602751252791
white house critcizes columnist s remarks,-0.886011657053647,149.7027579969722
a former top cia official returns to the agency,-0.8868597454042095,1568.0089779822304
albert brooks real life,-1.1714656175155194,188.11138031112247
moscow court sanctions arrest warrant for russian tycoon berezovsky,-0.68034964321098,161.7336429107389
satellites are busting out all over,-0.9118840041289152,184.12787542316227
germany mulls extending ban on short-selling,-0.906206156355247,175.95138040258527
thai cabinet proposes easing political gathering ban but keeps martial law,-0.5754880867877371,136.5097131605966
bellsouth agrees to sell latin american operations to telefonica wireless unit,-0.6470109121217175,345.9147993636418
woman held for trial on charges she tried to steal fetus,-0.6333654288923855,289.6870545708465
borders uk yanks tintin in the congo from children s section over racism concerns,-0.5524201493064349,431.01102363808684
ronaldo s late penalty gives manchester united #-# victory over everton,-0.6385236035246304,309.7784883513404
philippine president congratulates UNK obuchi,-1.0226864887683333,183.62493349635818
roh suspected of hiding slush fund in hong kong bank,-0.8461161241764592,2139.841073052778
##th paris air show starts with showcase of a###,-0.7456624387113184,331.75327764442403
northern marianas tourism suffers as koreans stay home,-0.7389788007399272,161.9362783615321
texas fast start swamps texas tech,-0.8970366179986978,163.50628047811566
"tigers claim killing #,### sri lanka troops in nine months",-0.8092196963213887,1374.3411148717519
bringing out the beast in hollywood,-0.9904880891670934,345.317115999404
mccain asks virginia congressman for records,-0.9007014108259492,168.37097760250597
u.s. freezes assets of major iranian bank,-0.8153099373272289,170.8122258325873
new tajik president inaugurated as border clashes continue,-0.820192704497353,364.79733470042754
congress party was long india 's dominant force but now an also-ran with UNK UNK votes,-0.6064960109172091,3061.1821339027247
authorities say blaze at recycling facility outside berlin could burn for two weeks,-0.5541081309241744,271.39403343419247
arafat arrives for plo meeting talks recess,-0.8243886110442414,185.35500312095033
cyprus to intensify for radiation protection,-0.9042368684117574,173.2011101265136
israel votes in tight election race,-1.001198168833327,376.2086121140626
two pulled alive from rubble eight days after china quake,-0.6884603625634714,322.6659898305446
far-right election breakthrough shocks netherlands,-1.0184420807878516,178.24952891532726
china revises law to ensure compulsory education for children of migrant workers,-0.5415899169131823,140.21844207898684
chinese baseball league expands to six teams,-0.8133351259304823,167.80314829397562
air controller blamed in iraq friendly fire incident,-0.9299802424396952,1093.5858335898843
nepal gears up for more political activity as people tire of protests,-0.6260323589063859,457.3256389734629
america hears a gaffe russia sees a plot,-0.7394371492913046,162.68021455553585
british doctors voice fears over swine flu UNK,-0.8004210527329819,299.35358532576726
sadc summit closes with commitment to integration,-0.8981685523007954,360.06781667832115
suicide bomber explodes in tel aviv after israeli helicopter strike,-0.6741333957657026,271.698799895091
norwegian cruise ship hits iceberg in antarctic ; no injuries reported,-0.5752703055094792,136.12377936015184
tanzania to select journalists for sadc media awards,-0.7349133589222185,155.48488063175722
estonia reaffirms iraq commitment following soldier 's death,-0.7448851214361165,171.7888525718264
government serbs agree to open airport crossing roads on wednesday,-0.7064617387812796,400.46814112333436
army delays china beret decision,-1.0342360409068132,199.08704423239064
car hits crowd during dutch parade ; tv says # dead,-0.6459668671281832,341.25155907437346
jamaica downs honduras #-# in world cup qualifier,-1.0372395106690915,3196.4944812158255
nato says increased military ops behind high death toll,-0.7728118245811928,447.21291342356835
hong kong stocks close sharply higher,-1.0653836637121064,628.6833853307648
a-rod deal UNK baseball,-1.1992040559779598,222.1748904711211
sony ericsson reports ## mln-euro third quarter losses,-0.7316634876588418,150.51304882617356
backup battle is giants version of reality tv,-0.7315832498255845,150.39232885504734
gunman kills hostage then himself at johnson space center ; nasa pledges to review security,-0.4950229659640931,265.6493158024148
one person killed ## injured as aircraft drops ## bombs on,-0.6895015973810055,600.9858610140692
## red cards recorded so far at u-## world cup,-0.736538248771561,574.5300116193838
oil futures fall below ## dollars,-0.91404363365356,187.33669905475506
nortel ceo says china india are a critical source of UNK employees,-0.6020552957470525,326.92043094477214
eu fines seven companies for violating business rules,-0.7326702268521185,152.0359757682404
zimbabwean mob storms court,-1.1739697522396668,190.95905707610058
russia china others join central bankers central bank,-0.8448153015431734,466.6445917566012
united states ties ireland #-# in us cup soccer,-0.994387150042617,5117.203501330349
havel to spend two weeks in austrian mountains,-0.8732932279256126,620.3893012692449
chinese leaders urge safety campaign after air train disasters,-0.6815465549814629,163.8771123482474
zimbabwe malawi to expand economic ties,-0.9058907556403349,175.50797850558223
un envoy sees window of opportunity for peace in middle east,-0.6406243861205426,318.3551750258459
donations to china quake-hit areas hit ##.## bln yuan,-0.7901632933466033,541.2606490348147
tentative recovery in german retail spending data shows,-0.7270784388390408,143.76777085794825
canada central bank keeps interest rate at # percent,-0.8197739782636734,749.6590387053276
world buddhist summit opens in myanmar,-1.0556299750763578,581.4926074213871
london investors on subprime look-out next week,-0.7984837341893238,146.8085020488849
three militant groups vow to carry out joint anti-israeli attacks,-0.6292059462323822,158.46990555917685
williams steers zimbabwe to six-wicket win over bermuda,-0.8128720186468124,339.0457633743801
ukraine pm oks president s coalition terms,-0.8191447489148433,176.81043375212764
brave one knocks yuma off box-office train,-0.8025246540360264,152.2459505689499
taliban confirm fall of two northern towns,-0.8270976401240951,189.92973420388077
democrats pull back iraq votes in political maneuver,-0.8144540392412918,344.45218980638725
after u.s. veto dutch candidate for nato chief withdraws,-0.690095091747883,180.03490278032677
europe debt fears pile pressure on spain others,-0.7389682388753217,161.9191757742566
howard calls for robust debate on immigration,-1.1610926697617538,3837.6268645670034
eu provides funds to un agency for palestinian refugees,-0.6894788583390068,178.8186509196888
imf experts have talks in lebanon ahead of aid conference,-0.858487766702723,2482.314203558754
aid groups fear haitian relief diverts funds,-0.8123642697452512,166.34332083334775
tales of intrigue for a museum of unnatural history,-0.7380143116313987,304.98486583007167
chickens at two farms in northwestern pakistan test positive for the h# strain of bird flu,-0.5344410584118432,836.7851052652381
anti-war protestors clash with police in bahrain for third day,-0.6976681507543576,360.36274864955436
indonesian tni chief confused about missing tv crew,-0.7386064504876069,161.3344294088619
nigeria 's international player blames UNK for UNK defeat in afrobasket,-0.6750023133570551,497.74142545201175
early #### witnesses war in parts of world annan says,-0.7851679267162468,1029.7882430412435
goal blitz saves rangers blushes,-1.0138519520281306,172.61324522675622
zambia 's parliament revokes former president 's immunity from criminal prosecution,-0.686490482497451,577.9150670212026
bulgaria refuses defense minister meeting with romania greece,-0.9212024453092333,1001.685499977135
wei jianxing meets indian visitors,-1.018671189657289,178.53562810785698
china 's efforts to slash mineral exports pay off in ####,-0.6876407993895886,586.6222196906757
milosevic refuses to take indictment on charges he plotted murders of his political rivals court official says,-0.5740096516547175,2869.073408010367
oil prices drop towards ### dollars,-0.9067849131579995,176.76793375397506
two foreign security guards _ a briton and a canadian _ killed in iraq,-0.6811508494714243,3380.6553807225214
traditional temple fairs highlight chinese new year,-0.8791509951472071,303.424974511154
croatian deputy minister sacked over draconian beach rules,-0.7925869450861078,276.7969923417301
iraqi shiite opposition boycotts UNK meeting rejects u.s.-installed interim administration,-0.6212488413326888,144.03833021497243
lebanon plans to ease entry visas for eu gulf arab nationals,-0.7107175879818582,791.8557855661697
schering-plough shares take tumble,-1.1944574036046947,215.9366229582632
chinese vice president meets chavez vowing closer cooperation,-0.8658269693475285,575.7563688553159
barcelona moves to keep bikinis off the streets,-0.881855592931343,675.8497826396106
hk sets up preparatory committee for national day celebration,-0.7452195399317525,330.1409440470829
while most support abuse guidelines some see damage to church,-0.6224961415448805,146.2104538835102
o'donnell zellweger remake #### keaton classic,-0.8886364288947892,152.87947861075193
irish police find bomb linked to continuity ira,-0.8066271336664798,318.520310965337
us troops in iraq urged to vote,-1.3469770210726184,20446.533013729426
two policemen one suspected militant killed in chase in northern saudi arabia,-0.8370480609196874,8774.591751975237
addis ababa to build UNK building,-0.9860100118053464,333.16522988537946
unhcr plans cut in aid for afghan refugees in pakistan,-0.6468655681431241,195.87567914941815
spanish war vessels to protect possessions after island takeover,-0.7666631346659553,417.9656317819599
fbi agents don protective suits to search suburban salt lake city home after ricin scare,-0.5287744743104356,471.51585075155555
albanian rebel wounded in UNK dies in italian hospital,-0.9741709715661784,4096.898137074826
marine goes on trial in suffocation death of iraqi prisoner,-0.8375143927427312,1929.982207847891
woman names son born at polling station referendum,-0.7222208516203936,136.95103089511508
zimbabwe opposition leader brought to court on treason charges,-0.7470645230384109,336.90954458350166
air compressor on fire blamed for central china colliery accident,-0.7779756355039767,944.6372357302034
## kashmir militants surrender to indian army,-0.8340198126896042,202.13862751927869
executives at taiwanese chip company deny charges in corporate spying case,-0.6347293253621158,294.8692011980515
mercury news a community pillar now on shaky ground,-0.671726600245491,147.09774972475333
un court to rule on bosnian serb officer over srebrenica,-0.6292486757310568,158.55118247036114
cheney meets with saudi arabia s king as several regional crisis threaten to worsen,-0.6031874598931835,971.081730334277
iran warns will up uranium enrichment if vienna talks fail,-0.6274145442054974,155.09966040822013
bourdais sets track record in champ car finale,-0.7357699857871938,156.82252702962015
van gogh picasso and gauguin paintings stolen from art gallery ; police,-0.5388005588403578,134.8483069100857
clinton signs drunken driving bill,-1.009758817645744,167.73772091677648
piepoli wins fourth stage,-1.1813111021316767,199.5584435516529
zhou enlai 's niece receives materials from us friends,-0.672222477230464,147.9023082962678
argentina to ask congress to join haiti invasion pending un decision,-0.628245130051553,271.03211874434163
india keeps key interest rates unchanged,-1.000963399101221,375.5026960717944
slain abortion doctor eulogized as generous,-0.8971514294225915,163.65652857936485
prices of construction materials rise in macao,-0.8956251212743856,351.9191684466757
restraining order accuses britney spears manager of taking over her life,-0.5730279430146263,132.21295283842917
tree planting drive to be launched to help boost penghu tourism,-0.8023871416018632,2607.333898382504
cheney testimony now uncertain in cia leak case,-0.7292519848143428,146.9268369634329
UNK emerges as israel 's no. # party with call for social change,-0.7676845754226272,6682.306091526106
fiorentina beats debrecen #-# in champions league,-1.0248284217077783,1125.7797864468102
ashcroft wins s. carolina straw poll,-0.9098411524050111,181.14316356770576
malaysian boat rescues aceh woman five days after tsunami,-0.794820980947751,569.7145908536083
china rejects pentagon report tells us to end cold war thinking,-0.7222274384056292,919.6630397498683
us soldier killed in baghdad bombing,-1.3268864363609683,5093.1406824355745
# palestinians killed in gaza strip west bank,-1.1754125594206157,12727.757294557528
former minister says oil deal betrays sovereignty,-0.9395663580693506,522.629419132489
interesting times for the neighbors,-1.1837980888139763,567.1798632966902
new delhi authorities powerless to stop monkey menace,-0.8332992110690981,415.8842671948818
hamas demands inquiry into death of militant,-0.9419235273036038,533.835195355314
suspects arrested over ukraine church explosion,-0.9137320653159999,186.8703350421397
eu calls for serious reform of budget rule book,-0.8443607443673017,982.473051866883
northwest uses strike to put new work model into effect jeremy w. peters contributed reporting for this story,-0.38852396552619906,118.48033968388448
powell calls greek turkish counterparts to push un plan for cyprus,-0.645856405503763,340.76187313313454
two royal canadian mounted police officers die after being shot,-0.6245073794129109,149.78214970976717
UNK deadline today to register to vote in sept. ## primary,-0.6386049189679982,310.10612857183287
prices higher on taipei futures market,-1.0026045836038768,380.4653569948605
china 's largest tv tube plant up and running,-0.7099100851779814,223.88122465745644
tokyo stocks close up slightly dollar lower against yen,-0.8155877274902071,715.9209312115702
jordan stock market index closes up,-0.9186493602959389,194.36801385151765
china 's insurance regulator vows to punish illegal insurance agents,-0.78160755529692,986.7177330448394
lebanon mulls official invitation to libya summit,-0.8181377226607374,175.21519892777346
hayden jogs selectors memories with unconquered century,-0.7865959685603952,131.91254164611874
family man goosen out to end losing streak,-0.8079715728491218,322.83153881055665
taiwan 's economic growth rate in #### expected to exceed # %,-0.7241476636654393,1806.253269026725
sars forces cancellation of rural tourism in china,-0.7438573629909617,170.0323200490241
thai bourse up #.## points,-1.0127893667445353,171.33409428964356
"vietnam opens #,###-year-old shrine bunker where tet offensive planned",-0.6497529574201334,115.5134829703849
six killed in russian ship accident,-1.2535332428860113,2832.2434112160663
coalition aircraft strike iraqi mobile radar,-0.9086092135560984,179.36667365150737
danish cyclist UNK to ride for nz,-0.884443813618468,318.228521329785
"priest pleads guilty to stealing nearly $ ###,### from queens",-0.6249024239588111,150.49388283040622
robotic vehicles contend for the battlefield,-1.031838823570625,480.7123406817134
heat wave kills ## in bangladesh in two days,-0.8828724412123765,1500.7219638594138
high turnout reported in cuban municipal elections,-0.8559209718231912,246.18029378901176
attorney asks that plea agreement in bp plant blast in texas be rejected,-0.5200797041448892,162.90144093231692
#-##-## it 's time to wake up your garden,-0.7315045515787081,283.90929250809876
clinton says he 'll be judicious but firm on vetoing gop proposals,-0.6843211289795675,1034.256899253608
zambia seeks angola 's support to zambia 's au chairmanship,-0.6905885026759114,331.0122495257416
poles spurn first ever mayoral elections UNK badly for eu vote,-0.6284758588142242,271.846292951299
kuwaiti lawmakers accuse prime minister of encouraging corruption undermining parliament,-0.7465175159144014,647.6196351290143
eu turkmenistan sign agreement on energy cooperation development,-0.8712377203935893,607.7673197516825
controversial israel fm visits cyprus,-1.041403788441408,209.33092438827347
nih to increase labs for study of deadly bioterror germs,-0.6226294633331725,146.44455757045435
pope heads for risky holy land tour,-0.8013562357969676,150.65335640793487
syrian president voices concern for security of,-0.8290204863841214,193.2451905801052
maldives holds elections postponed after tsunami ; critics claim aid linked to pro-government votes,-0.5724413061587957,593.7582062470178
philippine police autopsy says u.s. peace corps volunteer died from blows to the head,-0.6148905821921677,1171.0553067427825
french officials seize five tonnes of cigarettes headed to britain,-0.6176056163969389,137.876829530884
white stripes win lawsuit over royalties,-0.8931557426796753,158.50789451737387
warm weather in northern africa,-1.127413328455764,382.2149513177248
moya lifts spain to deliver his davis cup dream,-0.730256580306877,280.03850472152874
investment in environment brings high returns,-0.916376924679726,190.86642841980202
sao paulo announces deal with marcelinho UNK,-0.8877947698281026,327.97203680832973
french call for veil ban in public buildings,-0.8999064955542482,809.5510725052411
mondesi earning nickname worthy of rose,-0.8838484539541801,147.13434632025812
database companies should get to try self-regulation ftc says,-0.6708952202866194,145.75864689328623
warmer ocean water devastates marine life,-0.89193807509599,156.9713114585865
us secretary of state condoleezza rice pledges help in turkish fight against kurdish rebels,-0.5738337312567869,607.1348823772385
treasury announces wells fargo warrant auction,-0.888892039496242,153.1924193894462
eu urges member states to do more to reduce road deaths,-0.646868176575986,345.27352811731885
cuban militant indicted on immigration charges,-0.9968265736631134,363.2789685897397
last known wwi veteran honored in memorial day weekend ceremony in missouri,-0.5335048883786376,125.21235146648257
myanmar says un troubleshooter due friday,-0.9026946241498579,171.07729151030767
malaysian opposition figure charged with sedition,-0.9829934906401948,325.22146578420063
##th panchen lama gives sermons to monks followers in tibet,-0.6200305126510083,141.94781669876207
one bank will get area 's bad checks,-0.7495803675733016,180.0471178986351
despite national controversy #-year-old nicaraguan girl receives abortion,-0.7345260165150462,154.88378664981698
signing a chief in the age of the prenup,-0.8923156238753959,1664.9936520604722
faulty fuel sensor delays launch,-1.0256812290900892,187.5149273125761
cash hard to find in paris,-0.994935464651078,357.8243328210622
actors contract talks are bogged down,-0.9068761427232507,176.89699253812705
dravid and laxman lead india towards first innings lead,-0.6763180058669955,154.71779680808484
princess diana 's stepbrother dies in cambodia,-0.9616041900235971,637.2825576919735
face to face obama urges republicans to cooperate,-0.861959031385797,553.9116629441797
us sailor charged with assaulting sydney woman,-0.8850770891660532,320.04743691232096
eu convention drafting constitution moves closer to agreement as deadline nears,-0.686785036211149,580.1322607286965
spanish and french police arrest monks in probe of basque group eta,-0.5599814923266508,181.39619522511717
jordan to send ambassador to israel soon,-0.9773550333664686,734.3389618934251
us security envoy meets israeli palestinian leaders,-0.8323564698983007,199.13513243836107
red sox get homers from lowell youkilis and ortiz in #-# victory over slumping tigers,-0.49819296197229157,280.3579023096431
ibm chief concedes os\/# has lost desktop war,-0.7231857329668883,138.27884144266233
lawmakers send criminal alien deportation bill to house,-0.7441432884695149,170.5191814725588
i went crazy says swedish scorer svensson,-0.7917697781834137,138.20020937052362
burkina faso court declares landslide election victory for longtime ruler blaise compaore,-0.5300061053826416,119.22686964834465
## nigerians feared dead in clash over sharia,-0.8085456229218178,324.6900828767973
americans look for jobs as economy improves,-0.8182742693995448,175.43065686704034
deposed emir in geneva officials say with UNK,-0.8433112946772358,459.6787398107656
asian development bank to help build pakistan road from coast to afghanistan,-0.6590536998221042,726.1048805033598
bush australia 's rudd discuss crisis,-0.8971384634480567,163.63955372870586
## people killed in a clash between rival communist groups,-0.9194142085385869,5156.760507385613
telefonica reports ##-pct profits crash on argentine crisis,-0.8037417863357719,309.46121534530914
ahmanson withdraws merger proposal for great western,-0.799766965101371,148.51383346879098
bush salutes pilot who landed plane in river,-0.7301203439311394,148.2082451074343
uzbek opposition leader arrested for alleged embezzlement,-1.0123394567761206,1006.0937464548346
greece not yet decided to support turkey 's eu accession,-0.6848058852416021,308.82166461176587
study showing high cancer rates sets off firestorm among acreage residents,-0.5730072219736031,132.17734296456914
arsenal rallies to draw chelsea #-#,-0.9845041291631789,329.1756476139975
aids infections and deaths continue to rise in africa,-0.7482795827491021,341.4427893468703
angolan leaders begin summit talks in gabon,-1.0423367770969776,1317.9152572673438
government orders imprisonment of banco latinoamericano 's,-0.8167421715778204,173.0282657282412
typhoon xangsane batters philippines flooding towns closing schools and offices ; # dead,-0.5515460295714613,261.161827121259
forlan completes man utd move,-1.0063731764945476,163.80915913102478
four killed in kashmir as border truce holds,-1.1545181060171401,10327.814455540953
man sets self on fire at red cross office,-0.8434260030204883,972.4228691575638
afghan coalition forces kill ## militants in southern afghanistan,-0.9092516372214304,2005.949385478206
formula one gets more attractive in world,-0.9448733156019009,548.197302430766
carlyle group in talks to purchase taiwanese semiconductor company,-0.8120519577040016,688.6108187079734
traffic accidents kill ### in s. africa,-0.8598151082726787,254.96120520101454
hong kong pop star andy lau performs striptease at birthday party,-0.6180155116996217,237.2827088618207
deadlock on whaling said hurting oversight body,-0.7862117541532441,131.45718510444155
east china city to hold #th world choir games in ####,-0.7352275945997384,1088.993737616895
nato asked to meet needs for afghanistan,-0.8856090823921332,321.5834788316101
usa # korea #,-1.200965462983207,224.53538432249056
on baghdad streets kids play out the city s sectarian war,-0.6464088542828675,343.21797749341573
landless peasants reoccupy farm where two activists were killed,-0.6685857965242266,142.1024802158707
bahrain orders expulsion of iraqi diplomat,-1.0003969842898928,373.8050230152987
gates gives software developers preview of windows vista,-0.7169660428619187,129.94032877106372
critics assail plan to extend patriot act,-0.9329424703209909,492.38338731600436
arsenal vs. valencia in champions league showdown,-0.9504219946283491,576.2683135206473
au urges rivals in chad to respect agreements,-0.7360878333690865,157.3217766457487
mother teresa 's order defers leadership elections,-0.8038451967083556,154.06617116854346
taiwan 's forex reserves stand at us$ ###.# billion in september,-0.5813489388548704,147.31701769514316
burberry s six-month profit up ## percent,-0.8609448704006772,257.56683923599115
argentina rows with spanish company over aerolineas,-0.8149102720434658,170.19892007007806
treasury irs proposing rules aimed at discouraging tax shelters,-0.6630874878477558,133.76266776153128
eta vows to continue killing,-1.4194789769183171,2952.603756515412
pakistan 's president says only multi-ethnic government can restore,-0.7441774446934422,326.3781305420679
venezuela s monthly inflation hits #.# percent highest this year,-0.7599137756004698,760.5627786097781
palestinians will prevent attacks from autonomous territories,-0.8131449808306379,167.516231347849
u.k. gilts fall with treasuries on u.s. inflation concern,-0.6802920732255328,161.63125429581567
wildfires rage in portugal,-1.1982680596580229,220.9306582524478
greek stocks end lower,-1.3845337756400065,675.4932634151143
taiwan 's exports imports hit record single-month highs in may,-0.6887717066220517,323.87376629586845
navy denies chinese submarine spotted in waters off taiwan,-0.6856033563190717,171.35572290983103
malaysia s top judges say courts can not tackle mounting religious disputes alone,-0.5061248327969454,132.13475735042942
volker ruehe visiting bosnia,-1.1639756834745265,179.84486741996162
cypriot athletes to take part in univeristy games,-0.8401702631291075,445.46449122773413
over five tons of marihuana seized in mexico,-0.8079012174879449,322.60448939551645
stocks gain modestly on texas instruments earnings,-0.80363576255986,153.77604422930423
pataki attacks clinton 's balkan policy,-0.9108473110557802,182.6071176320877
spice girls are the variety of life,-0.8138582905871145,168.59510938621014
haiti lurches toward filling power UNK as us marines enter port,-0.6658008617688539,441.6253267382551
bush to toughen us policies toward cuba,-0.8051248654707042,155.8508113083952
obamas winfrey talk gifts on christmas special,-0.8006140203072083,149.6503548400175
desperate milan bid to stem fans revolt,-0.7989008571810362,147.36067266841644
dollar higher against yen in tokyo,-1.012141845158521,410.6302684960436
swiss beat us #-# in warm-up match for worlds,-0.8668606547854093,1258.3692678526147
israel turkey to make popeye missiles,-1.0730721282832227,668.5662436393013
bhp billiton #q output below analysts expectations,-0.7878740729147544,133.43868432626775
sri lankan ex-army chief convicted of fraud,-0.8028969596919797,152.75694445389644
a UNK glass on the industrial wasteland,-0.8912066583352795,338.1992935742647
us ambassador to iraq arrives in baghdad,-1.0978866409326138,2172.763613928661
utah 's starks cleared to play,-0.9873366195222181,336.7198956288018
arizona s rules on immigrants test state power,-0.7524158097297466,185.22531525334813
china 's top leaders push agriculture as reform key,-0.7685670354181968,426.8113519102703
serbia wants talks to focus on kosovo 's status,-0.8439106900493236,977.6212428207299
mclaughlin wins subway ### race,-1.0297045307828998,192.87099899267187
man threatens to crash stolen plane into new zealand tower but plunges into sea,-0.6859512846446844,3650.545297798782
"french navy ship nears myanmar still awaiting permission to land #,### tons of aid",-0.5758195204738599,626.7348756417525
korea stocks post biggest drop in # weeks on UNK fear,-0.6025974769191846,194.18626794919575
drug companies pass merger hurdle,-1.0294879517892317,192.5788178815661
uganda 's re-elected president pledges devoted service to nation,-0.6800413075915516,161.186021444665
china to resume talks with dalai lama,-1.1189567297278844,2626.4436617083684
israeli writers feted at paris book fair despite muslim protest,-0.6290762044800801,158.22337556156512
guyana president visits trinidad to affirm strong ties amid maritime dispute,-0.5752698063017507,136.12289596046324
cyprus fm holds talks with lebanese president fm,-0.8963557539483752,781.3103503301569
brussels sighs as poland becomes eu s enfant terrible,-0.6674548810129732,140.3456654324756
